line_id,dpi,leaflet_id,width,height,ratio,area
LG42_L,500,1,928,1135,0.8176211453744493,667945.5
LG42_L,500,2,757,1075,0.7041860465116279,541185.5
LG42_L,500,3,768,1005,0.764179104477612,513328.0
