line_id,dpi,leaflet_id,width,height,ratio,area
LG11B_L,500,1,1032,1193,0.865046102263202,823257.5
LG11B_L,500,2,904,1169,0.7733105218135158,733509.0
LG11B_L,500,3,918,1150,0.7982608695652174,716254.5
