line_id,dpi,leaflet_id,width,height,ratio,area
LG25D_L,500,1,774,963,0.8037383177570093,470384.5
LG25D_L,500,2,682,936,0.7286324786324786,434416.0
LG25D_L,500,3,644,900,0.7155555555555555,401186.5
