line_id,dpi,leaflet_id,width,height,ratio,area
BP2L_L,500,1,772,1236,0.6245954692556634,640638.5
BP2L_L,500,2,587,960,0.6114583333333333,401765.5
BP2L_L,500,3,582,906,0.6423841059602649,370854.0
