line_id,dpi,leaflet_id,width,height,ratio,area
AD1E_L,500,1,615,1040,0.5913461538461539,445024.0
AD1E_L,500,2,499,769,0.6488946684005201,263036.0
AD1E_L,500,3,494,742,0.6657681940700808,254666.5
