line_id,dpi,leaflet_id,width,height,ratio,area
BP2B_L,500,1,824,1259,0.6544876886417792,653355.0
BP2B_L,500,2,590,966,0.6107660455486542,406540.0
BP2B_L,500,3,574,938,0.6119402985074627,371632.5
