line_id,dpi,leaflet_id,width,height,ratio,area
BP2P_L,500,1,692,926,0.7473002159827213,434132.0
BP2P_L,500,2,563,797,0.7063989962358845,316771.0
BP2P_L,500,3,549,766,0.716710182767624,290729.5
