line_id,dpi,leaflet_id,width,height,ratio,area
BP2J_L,500,1,724,957,0.7565308254963428,478616.0
BP2J_L,500,2,578,898,0.643652561247216,366374.0
BP2J_L,500,3,585,797,0.7340025094102886,336988.5
