line_id,dpi,leaflet_id,width,height,ratio,area
LG11C_L,500,1,688,1004,0.6852589641434262,467106.5
LG11C_L,500,2,706,942,0.7494692144373672,418605.0
LG11C_L,500,3,670,899,0.7452725250278087,395113.5
