line_id,dpi,leaflet_id,width,height,ratio,area
LG11A_L,500,1,763,1070,0.7130841121495327,534251.5
LG11A_L,500,2,797,1024,0.7783203125,508086.0
LG11A_L,500,3,722,1032,0.6996124031007752,495752.5
