line_id,dpi,leaflet_id,width,height,ratio,area
BP2D_L,500,1,596,936,0.6367521367521367,369036.0
BP2D_L,500,2,493,744,0.6626344086021505,248765.0
BP2D_L,500,3,442,640,0.690625,196651.5
