line_id,dpi,leaflet_id,width,height,ratio,area
DR27_L,500,1,888,884,1.004524886877828,501725.0
DR27_L,500,2,722,771,0.9364461738002594,377213.0
DR27_L,500,3,667,742,0.898921832884097,340071.0
