line_id,dpi,leaflet_id,width,height,ratio,area
LR12H.6L_L,500,1,656,898,0.7305122494432071,399817.0
LR12H.6L_L,500,2,496,743,0.6675639300134589,265520.5
LR12H.6L_L,500,3,488,738,0.6612466124661247,258768.5
