line_id,dpi,leaflet_id,width,height,ratio,area
LR12H.6M_L,500,1,701,1237,0.5666936135812449,575235.0
LR12H.6M_L,500,2,580,901,0.6437291897891232,367606.0
LR12H.6M_L,500,3,544,909,0.5984598459845984,356817.5
