line_id,dpi,leaflet_id,width,height,ratio,area
BP2E_L,500,1,627,1016,0.6171259842519685,420657.5
BP2E_L,500,2,510,817,0.6242350061199511,279362.5
BP2E_L,500,3,475,741,0.6410256410256411,243562.0
