line_id,dpi,leaflet_id,width,height,ratio,area
AD1B_L,500,1,791,1221,0.6478296478296478,613596.5
AD1B_L,500,2,581,983,0.5910478128179044,395534.5
AD1B_L,500,3,587,848,0.6922169811320755,340779.0
