line_id,dpi,leaflet_id,width,height,ratio,area
LG28A_L,500,1,1047,1203,0.8703241895261845,848333.5
LG28A_L,500,2,749,979,0.7650663942798774,518081.5
LG28A_L,500,3,717,962,0.7453222453222453,486482.5
