line_id,dpi,leaflet_id,width,height,ratio,area
AP7_L,500,1,471,443,1.0632054176072234,143020.5
AP7_L,500,2,433,395,1.0962025316455697,129294.5
AP7_L,500,3,373,392,0.951530612244898,107435.0
