line_id,dpi,leaflet_id,width,height,ratio,area
BP2C_L,500,1,703,1128,0.62322695035461,531536.5
BP2C_L,500,2,570,921,0.6188925081433225,368645.5
BP2C_L,500,3,539,893,0.6035834266517357,338095.0
