line_id,dpi,leaflet_id,width,height,ratio,area
AD1C_L,500,1,751,1180,0.6364406779661017,601540.5
AD1C_L,500,2,568,833,0.6818727490996399,315440.5
AD1C_L,500,3,535,799,0.6695869837296621,308361.5
