line_id,dpi,leaflet_id,width,height,ratio,area
LR12H.7D_L,500,1,464,757,0.6129458388375165,223621.5
LR12H.7D_L,500,2,400,575,0.6956521739130435,161381.0
LR12H.7D_L,500,3,392,590,0.6644067796610169,160568.0
