line_id,dpi,leaflet_id,width,height,ratio,area
BP2K_L,500,1,750,1146,0.6544502617801047,547997.0
BP2K_L,500,2,559,894,0.6252796420581656,340313.0
BP2K_L,500,3,550,872,0.6307339449541285,320931.0
