line_id,dpi,leaflet_id,width,height,ratio,area
BP2I_L,500,1,603,906,0.6655629139072847,374696.0
BP2I_L,500,2,455,690,0.6594202898550725,231894.5
BP2I_L,500,3,484,654,0.7400611620795107,221971.5
