line_id,dpi,leaflet_id,width,height,ratio,area
BP26_L,500,1,623,946,0.6585623678646935,394303.0
BP26_L,500,2,553,822,0.6727493917274939,319710.0
BP26_L,500,3,503,770,0.6532467532467533,273542.5
