line_id,dpi,leaflet_id,width,height,ratio,area
LR12H.3B_L,500,1,660,996,0.6626506024096386,425207.5
LR12H.3B_L,500,2,550,857,0.6417736289381564,323951.0
LR12H.3B_L,500,3,518,832,0.6225961538461539,300385.0
