line_id,dpi,leaflet_id,width,height,ratio,area
BP1E_L,500,1,680,1095,0.6210045662100456,498204.5
BP1E_L,500,2,556,873,0.6368843069873997,342057.5
BP1E_L,500,3,549,836,0.6566985645933014,317977.0
