line_id,dpi,leaflet_id,width,height,ratio,area
LR12H.1C_L,500,1,690,1013,0.6811451135241856,479717.0
LR12H.1C_L,500,2,509,805,0.6322981366459627,293432.0
LR12H.1C_L,500,3,497,811,0.6128236744759556,291304.0
