line_id,dpi,leaflet_id,width,height,ratio,area
LR12H.6I_L,500,1,643,1015,0.6334975369458128,400761.0
LR12H.6I_L,500,2,559,837,0.6678614097968937,316373.0
LR12H.6I_L,500,3,546,829,0.6586248492159228,307390.5
