line_id,dpi,leaflet_id,width,height,ratio,area
BP1D_L,500,1,678,1152,0.5885416666666666,512375.0
BP1D_L,500,2,572,922,0.6203904555314533,364764.0
BP1D_L,500,3,559,889,0.6287964004499438,347274.0
