line_id,dpi,leaflet_id,width,height,ratio,area
BP2S_L,500,1,646,999,0.6466466466466466,452624.0
BP2S_L,500,2,539,876,0.615296803652968,340322.0
BP2S_L,500,3,533,847,0.6292798110979929,321441.0
